Observation id,Observation date,Description,Observation type,Source,Total duration,Media duration (s),FPS (frame/s),Subject,Observation duration by subject by observation,EventType,Behavioral category,Modifier #1,Behavior type,Start (s),Stop (s),Duration (s),Media file name,StartFrame,EndFrame,Image file path start,Image file path stop,Comment start,Comment stop,ActualStartFrame,ActualEndFrame,indexStart,indexEnd
7742_SSintro,07:22.5,,Media file,player #1:C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7742_SSintro_Jan28.mp4,3690.517,3690.533,60,No focal subject,2316.972,sleeping,Not defined,,STATE,1850.533,1854.617,4.084,C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7742_SSintro_Jan28.mp4,111032,111277,,,,,111033,111278,4626252,4636460
7742_SSintro,07:22.5,,Media file,player #1:C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7742_SSintro_Jan28.mp4,3690.517,3690.533,60,No focal subject,2316.972,sleeping,Not defined,,STATE,1858.833,1861.083,2.25,C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7742_SSintro_Jan28.mp4,111530,111665,,,,,111531,111666,4647002,4652627
7742_SSintro,07:22.5,,Media file,player #1:C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7742_SSintro_Jan28.mp4,3690.517,3690.533,60,No focal subject,2316.972,cup interaction,Not defined,,STATE,1864.983,1867.867,2.884,C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7742_SSintro_Jan28.mp4,111899,112072,,,,,111900,112073,4662376,4669584
7742_SSintro,07:22.5,,Media file,player #1:C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7742_SSintro_Jan28.mp4,3690.517,3690.533,60,No focal subject,2316.972,sleeping,Not defined,,STATE,1891.083,1901.667,10.584,C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7742_SSintro_Jan28.mp4,113465,114100,,,,,113466,114101,4727625,4754082
7742_SSintro,07:22.5,,Media file,player #1:C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7742_SSintro_Jan28.mp4,3690.517,3690.533,60,No focal subject,2316.972,sleeping,Not defined,,STATE,1909.717,1923.117,13.4,C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7742_SSintro_Jan28.mp4,114583,115387,,,,,114584,115388,4774207,4807706
7742_SSintro,07:22.5,,Media file,player #1:C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7742_SSintro_Jan28.mp4,3690.517,3690.533,60,No focal subject,2316.972,sleeping,Not defined,,STATE,1925.433,1932,6.567,C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7742_SSintro_Jan28.mp4,115526,115920,,,,,115527,115921,4813497,4829914
7742_SSintro,07:22.5,,Media file,player #1:C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7742_SSintro_Jan28.mp4,3690.517,3690.533,60,No focal subject,2316.972,sleeping,Not defined,,STATE,1935.567,1943.867,8.3,C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7742_SSintro_Jan28.mp4,116134,116632,,,,,116135,116633,4838830,4859579
7742_SSintro,07:22.5,,Media file,player #1:C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7742_SSintro_Jan28.mp4,3690.517,3690.533,60,No focal subject,2316.972,sleeping,Not defined,,STATE,1946.05,1946.35,0.3,C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7742_SSintro_Jan28.mp4,116764,116781,,,,,116765,116782,4865079,4865787
7742_SSintro,07:22.5,,Media file,player #1:C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7742_SSintro_Jan28.mp4,3690.517,3690.533,60,No focal subject,2316.972,cup interaction,Not defined,,STATE,1949.683,1963.233,13.55,C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7742_SSintro_Jan28.mp4,116981,117794,,,,,116982,117795,4874121,4907995
7742_SSintro,07:22.5,,Media file,player #1:C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7742_SSintro_Jan28.mp4,3690.517,3690.533,60,No focal subject,2316.972,cup interaction,Not defined,,STATE,1965.367,1974.6,9.233,C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7742_SSintro_Jan28.mp4,117922,118476,,,,,117923,118477,4913328,4936411
