Start,Peak,Stop,Trough,Max_Envelope_Amp,Duration_s,Peak_Freq,awake_state,sleep_state
395.95293346728096,395.9677334722697,395.97973347631466,395.9665334718652,7.640598773956299,0.02680000903371091,149.25368103303708,True,awake
396.45213363555064,396.4729336425619,396.49013364835963,396.46933364134844,7.283451080322266,0.03800001280899308,157.89468361916028,True,awake
397.84453410489914,397.8553341085396,397.8705341136632,397.8581341094834,9.787479400634766,0.0260000087640479,153.84610198789974,True,awake
398.26013424498905,398.27293424930366,398.28213425240483,398.2717342488992,8.641108512878418,0.022000007415732836,181.81812053115425,True,awake
398.91893446705654,398.93013447083183,398.96693448323634,398.92893447042735,5.2651286125183105,0.04800001617978073,166.6666104868914,False,sleep
401.85853545793327,401.88053546534906,401.8893354683153,401.86293545941646,3.085409164428711,0.030800010382025973,162.337607617102,True,awake
403.92013615285487,403.92733615528186,403.9573361653942,403.92493615447285,4.48075008392334,0.03720001253933007,188.17197958197414,False,sleep
415.5937400877776,415.60414009128317,415.62814009937307,415.6065400920922,5.357032299041748,0.034400011595509525,174.41854585837473,False,sleep
447.61895088279243,447.6533508943879,447.66135089708456,447.6553508950621,4.580508708953857,0.042400014292139646,117.9244885520458,False,sleep
460.1813551173107,460.22375513160284,460.26975514710847,460.2249551320073,7.816103935241699,0.08840002979776285,169.68320072194825,True,awake
460.40535519281633,460.44735520697367,460.4565552100748,460.44455520602986,7.147712230682373,0.05120001725843278,175.78119074789325,True,awake
460.5117552286815,460.51615523016466,460.54095523852425,460.517755230704,3.121034622192383,0.029200009842699947,171.23281899338156,True,awake
461.6173556013558,461.650155612412,461.6577556149738,461.6513556128165,4.4940104484558105,0.040400013617982115,173.2672683279564,True,awake
461.972955721221,461.9841557249963,462.0089557333559,461.9865557258053,6.995043754577637,0.03600001213483555,111.11107365792759,True,awake
463.8961563694909,463.9061563728617,463.91655637636734,463.90815637353586,5.892795085906982,0.020400006876406813,147.0587739590218,True,awake
468.14535780180597,468.16575780868243,468.18775781609816,468.16655780895206,10.440470695495605,0.042400014292139646,117.9244885520458,False,sleep
468.55335793933415,468.5613579420308,468.59415795308695,468.56255794243526,3.2381951808929443,0.04080001375281363,171.56856961885876,True,awake
469.7753583512444,469.82135836675,469.85335837753655,469.7937583574466,5.139523983001709,0.0780000262921437,153.84610198789974,True,awake
471.62175897362664,471.6705589900761,471.6773589923682,471.66895898953675,4.5195841789245605,0.05560001874157935,179.85605448225692,False,sleep
520.3209753890928,520.3321753928681,520.3577754014973,520.3409753958344,4.709972381591797,0.03680001240449857,135.86951941866147,True,awake
526.6877775352059,526.7105775428913,526.7169775450486,526.7129775437003,4.446680068969727,0.029200009842699947,171.23281899338156,True,awake
527.9225779514308,527.9337779552061,527.9617779646443,527.9577779632959,4.111683368682861,0.0392000132134876,127.5509774134373,True,awake
528.4933781438353,528.5053781478803,528.5149781511162,528.5041781474757,5.499293327331543,0.02160000728090133,138.8888420724095,True,awake
528.8069782495432,528.8197782538579,528.8413782611387,528.8205782541276,7.918891906738281,0.034400011595509525,174.41854585837473,False,sleep
531.3933791213638,531.4025791244649,531.4245791318806,531.4033791247346,3.7132675647735596,0.031200010516857477,160.25635623739558,True,awake
531.596979189993,531.6145791959256,531.6241791991615,531.6033791921503,4.229679107666016,0.027200009168542417,147.0587739590218,True,awake
532.2985794264874,532.3037794282402,532.3341794384875,532.3029794279706,3.5629353523254395,0.035600012000004046,112.35951268779195,True,awake
532.4197794673414,532.4417794747571,532.4509794778583,532.4429794751616,4.019990921020508,0.031200010516857477,128.20508498991646,True,awake
534.0433800146225,534.0805800271618,534.0857800289147,534.0821800277012,3.8917155265808105,0.042400014292139646,117.9244885520458,True,awake
535.9405806541283,535.9561806593867,535.9641806620833,535.9605806608699,4.9417405128479,0.02360000795505886,127.11860121881547,True,awake
537.9641813362409,537.9865813437915,537.9961813470275,537.9709813385331,3.8914132118225098,0.03200001078652049,156.24994733146067,False,sleep
540.5733822157468,540.5837822192524,540.5985822242412,540.5857822199266,9.435914039611816,0.025200008494384887,119.04757891920812,False,sleep
541.2813824543986,541.3013824611402,541.3085824635672,541.3025824615446,3.5302734375,0.027200009168542417,147.0587739590218,False,sleep
541.9233826708031,541.9833826910278,541.9961826953424,541.9837826911627,7.500067710876465,0.07280002453933411,137.3625910606248,False,sleep
542.0549827151627,542.0885827264885,542.0961827290504,542.0861827256796,5.098670959472656,0.04120001388764513,121.35918239336752,False,sleep
542.5085828680617,542.5225828727807,542.5389828783088,542.5193828717021,7.391255855560303,0.030400010247194464,131.5789030159669,True,awake
542.8609829868482,542.870982990219,542.9053830018145,542.8717829904887,6.9026198387146,0.04440001496629718,157.657604514627,True,awake
544.1641834261293,544.1737834293652,544.2069834405562,544.1993834379945,6.156080722808838,0.04280001442697116,140.18686863383385,True,awake
544.7381836196124,544.7473836227135,544.777383632826,544.7477836228484,6.749099254608154,0.0392000132134876,127.5509774134373,False,sleep
3132.563455920266,3132.580255925929,3132.5878559284906,3132.5810559261986,4.357207775115967,0.024400008224721874,122.95077822803464,True,awake
3132.692655963817,3132.7018559669177,3132.713055970693,3132.7022559670527,3.6959712505340576,0.020400006876406813,147.0587739590218,True,awake
3136.394657211682,3136.416257218963,3136.4218572208506,3136.413857218154,3.4292430877685547,0.027200009168542417,183.82346744877725,True,awake
3137.9178577251205,3137.928657728761,3137.940257732671,3137.927057728222,6.090140342712402,0.022400007550564344,133.92852628410915,True,awake
3138.6118579590534,3138.6562579740194,3138.662657976177,3138.6158579604016,3.1518595218658447,0.05080001712360128,157.4802618773777,True,awake
3140.3582585477275,3140.374258553121,3140.381058555413,3140.376258553795,4.364845275878906,0.02280000768539585,131.5789030159669,True,awake
3147.37906091429,3147.4298609314137,3147.457860940852,3147.431460931953,4.164813041687012,0.07880002656180671,164.97456367991785,True,awake
3148.3018612253463,3148.3206612316835,3148.32946123465,3148.319061231144,7.436769008636475,0.02760000930337392,144.92748737990556,True,awake
3150.603462001167,3150.629062009796,3150.6410620138413,3150.628662009661,10.65136432647705,0.037600012674161576,132.97867857996653,True,awake
3151.4086622725827,3151.4266622786504,3151.4450622848526,3151.429462279594,4.462843894958496,0.036400012269667055,164.83510927274975,True,awake
3152.577862666695,3152.5838626687178,3152.597862673437,3152.5826626683133,4.42938756942749,0.020000006741575305,149.99994943820224,True,awake
3153.4578629633247,3153.496662976403,3153.501462978021,3153.497062976538,3.900937557220459,0.043600014696634166,137.61463251211217,True,awake
3155.4938636496167,3155.5050636533924,3155.5186636579765,3155.5042636531225,5.562783718109131,0.02480000835955338,161.2902682131207,True,awake
3371.6075364969224,3371.6151364994844,3371.648336510675,3371.6263365032596,4.45285177230835,0.04080001375281363,147.0587739590218,True,awake
3372.4779367903157,3372.4903367944958,3372.5263368066303,3372.498336797192,6.075347900390625,0.04840001631461224,165.28920048286747,True,awake
3378.4471388024062,3378.4559388053726,3378.471138810496,3378.457138805777,4.319354057312012,0.024000008089890366,124.99995786516854,True,awake
3378.595538852429,3378.6179388599794,3378.6255388625414,3378.601538854451,4.150710105895996,0.03000001011236296,133.33328838951311,True,awake
3378.769138910946,3378.7747389128335,3378.7931389190358,3378.7739389125636,3.091895580291748,0.024000008089890366,124.99995786516854,True,awake
3378.8811389486987,3378.9051389567885,3378.9335389663615,3378.9019389557097,12.592009544372559,0.0524000176629273,152.67170426280126,True,awake
3379.9159392975075,3379.9231392999345,3379.936339304384,3379.921539299395,3.775843381881714,0.020400006876406813,147.0587739590218,True,awake
3380.0183393320244,3380.0567393449683,3380.0755393513055,3380.0543393441594,9.030795097351074,0.05720001928090537,139.8600927162725,True,awake
3381.7651399208335,3381.785139927575,3381.820739939575,3381.7847399274406,6.844073295593262,0.05560001874157935,161.87044903403122,True,awake
3383.8419406208786,3383.8495406234406,3383.863140628025,3383.848340623036,4.219571590423584,0.021200007146069823,141.50938626245494,True,awake
3385.2819411062724,3385.3123411165193,3385.318341118542,3385.3127411166543,3.778952121734619,0.036400012269667055,137.3625910606248,True,awake
3385.679541240295,3385.6891412435307,3385.71554125243,3385.691141244205,6.660955905914307,0.03600001213483555,111.11107365792759,True,awake
3385.895541313104,3385.9479413307668,3385.9575413340026,3385.9251413230813,5.227497577667236,0.06200002089888345,145.16124139180863,True,awake
3387.063541706812,3387.07994171234,3387.0863417144974,3387.067941708295,3.2589030265808105,0.02280000768539585,131.5789030159669,True,awake
3391.8431433179135,3391.852343321015,3391.872343327756,3391.8499433202055,5.6647844314575195,0.029200009842699947,136.98625519470525,True,awake
3392.6479435891943,3392.660743593509,3392.677543599172,3392.6603435933744,11.929981231689453,0.02960000997753145,135.135089583966,True,awake
3393.1679437644752,3393.1799437685204,3393.1891437716213,3393.179143768251,8.13284683227539,0.021200007146069823,188.67918168327327,True,awake
3393.6899439404306,3393.7091439469023,3393.7183439500036,3393.709543947037,4.63282585144043,0.028400009573036934,140.8450229466688,True,awake
3394.3187441523855,3394.3575441654643,3394.382344173824,3394.3571441653294,5.870576858520508,0.06360002143820948,125.78612112218218,True,awake
3402.5635469315325,3402.595946942454,3402.60554694569,3402.59394694178,6.765745162963867,0.04200001415730814,166.66661048689141,True,awake
