Observation id,Observation date,Description,Observation type,Source,Total duration,Media duration (s),FPS (frame/s),Subject,Observation duration by subject by observation,EventType,Behavioral category,Modifier #1,Behavior type,Start (s),Stop (s),Duration (s),Media file name,StartFrame,EndFrame,Image file path start,Image file path stop,Comment start,Comment stop,ActualStartFrame,ActualEndFrame,indexStart,indexEnd
7744_PartnerIntro,20:58.2,,Media file,player #1:C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7744_PartnerIntro_025425.mp4,3600.617,3600.633,60,No focal subject,968.133,touching/social contact,Not defined,,STATE,1223.65,1264.567,40.917,C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7744_PartnerIntro_025425.mp4,73419,75874,,,,,73938,76393,3086430,3188719
7744_PartnerIntro,20:58.2,,Media file,player #1:C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7744_PartnerIntro_025425.mp4,3600.617,3600.633,60,No focal subject,968.133,social interaction,Not defined,pro-social,STATE,1265.1,1266.433,1.333,C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7744_PartnerIntro_025425.mp4,75906,75986,,,,,76425,76505,3190053,3193386
7744_PartnerIntro,20:58.2,,Media file,player #1:C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7744_PartnerIntro_025425.mp4,3600.617,3600.633,60,No focal subject,968.133,touching/social contact,Not defined,,STATE,1266.517,1341.917,75.4,C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7744_PartnerIntro_025425.mp4,75991,80515,,,,,76510,81034,3193594,3382089
7744_PartnerIntro,20:58.2,,Media file,player #1:C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7744_PartnerIntro_025425.mp4,3600.617,3600.633,60,No focal subject,968.133,touching/social contact,Not defined,,STATE,1343.35,1351.883,8.533,C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7744_PartnerIntro_025425.mp4,80601,81113,,,,,81120,81632,3385672,3407005
7744_PartnerIntro,20:58.2,,Media file,player #1:C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7744_PartnerIntro_025425.mp4,3600.617,3600.633,60,No focal subject,968.133,social interaction,Not defined,pro-social,STATE,1355.833,1356.467,0.634,C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7744_PartnerIntro_025425.mp4,81350,81388,,,,,81869,81907,3416880,3418463
7744_PartnerIntro,20:58.2,,Media file,player #1:C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7744_PartnerIntro_025425.mp4,3600.617,3600.633,60,No focal subject,968.133,touching/social contact,Not defined,,STATE,1356.517,1433.583,77.066,C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7744_PartnerIntro_025425.mp4,81391,86015,,,,,81910,86534,3418588,3611249
7744_PartnerIntro,20:58.2,,Media file,player #1:C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7744_PartnerIntro_025425.mp4,3600.617,3600.633,60,No focal subject,968.133,touching/social contact,Not defined,,STATE,1457.95,1514.8,56.85,C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7744_PartnerIntro_025425.mp4,87477,90888,,,,,87996,91407,3672164,3814286
7744_PartnerIntro,20:58.2,,Media file,player #1:C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7744_PartnerIntro_025425.mp4,3600.617,3600.633,60,No focal subject,968.133,social interaction,Not defined,pro-social,STATE,1519.133,1520.6,1.467,C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7744_PartnerIntro_025425.mp4,91148,91236,,,,,91667,91755,3825119,3828785
7744_PartnerIntro,20:58.2,,Media file,player #1:C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7744_PartnerIntro_025425.mp4,3600.617,3600.633,60,No focal subject,968.133,social interaction,Not defined,pro-social,STATE,1528.517,1530.917,2.4,C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7744_PartnerIntro_025425.mp4,91711,91855,,,,,92230,92374,3848576,3854576
7744_PartnerIntro,20:58.2,,Media file,player #1:C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7744_PartnerIntro_025425.mp4,3600.617,3600.633,60,No focal subject,968.133,touching/social contact,Not defined,,STATE,1530.917,1598.833,67.916,C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7744_PartnerIntro_025425.mp4,91855,95930,,,,,92374,96449,3854576,4024363
