Start,Peak,Stop,Trough,Max_Envelope_Amp,Duration_ms,Event Times,Event Cluster IDs,Unique Event Cluster IDs,Sorted Event Cluster IDs
526.6876,526.7104,526.7168,526.7128,4.446682929992676,0.0292,"[526.6881333333333, 526.6893666666666, 526.6894333333333, 526.6920333333334, 526.6925333333334, 526.6929333333334, 526.6938, 526.6940666666667, 526.6942666666666, 526.6960333333334, 526.6965, 526.6966666666667, 526.7001333333334, 526.7006666666666, 526.7008, 526.7010333333334, 526.7012, 526.7020333333334, 526.7025333333333, 526.7032, 526.704, 526.7041666666667, 526.7044666666667, 526.7057, 526.7062, 526.7062333333333, 526.7064, 526.7065333333334, 526.7065666666666, 526.7081333333333, 526.7082, 526.7097, 526.7097666666666, 526.7120666666667, 526.7126333333333, 526.7129, 526.7132333333333, 526.7134, 526.7151, 526.7151]","[67, 60, 16, 110, 67, 85, 16, 72, 86, 85, 60, 67, 196, 216, 85, 195, 63, 235, 67, 60, 110, 65, 16, 236, 86, 67, 233, 60, 196, 63, 85, 67, 16, 16, 63, 196, 60, 85, 170, 223]","[67, 60, 16, 110, 85, 72, 86, 196, 216, 195, 63, 235, 65, 236, 233, 170, 223]","[16, 60, 63, 65, 67, 72, 85, 86, 110, 170, 195, 196, 216, 223, 233, 235, 236]"
527.9224,527.9336,527.9616,527.9576,4.1116814613342285,0.0392,"[527.9225333333334, 527.9230666666666, 527.9239333333334, 527.9282, 527.9286333333333, 527.9287333333333, 527.9291666666667, 527.9323666666667, 527.9333333333333, 527.9340666666667, 527.9350666666667, 527.9352, 527.9378333333333, 527.9392, 527.9406, 527.9411, 527.9419, 527.9424333333334, 527.9444333333333, 527.9458, 527.9465, 527.9487666666666, 527.951, 527.9518666666667, 527.9523666666666, 527.9528, 527.9561, 527.9564, 527.9583666666666, 527.9590333333333, 527.9593, 527.9602]","[16, 60, 67, 16, 196, 85, 67, 60, 85, 16, 63, 67, 212, 85, 16, 60, 67, 196, 85, 16, 60, 85, 16, 67, 85, 60, 16, 67, 63, 196, 60, 85]","[16, 60, 67, 196, 85, 63, 212]","[16, 60, 63, 67, 85, 196, 212]"
528.4932,528.5052,528.5148,528.504,5.499293804168701,0.0216,"[528.4937, 528.4955, 528.4986, 528.4990666666666, 528.5006666666667, 528.5008, 528.5010666666667, 528.5040666666666, 528.5052333333333, 528.5055, 528.5056333333333, 528.5069, 528.5101, 528.5101, 528.5104, 528.5106666666667, 528.5120333333333, 528.5125, 528.5138333333333, 528.5139333333333, 528.5146333333333]","[60, 172, 85, 67, 60, 98, 172, 85, 67, 196, 16, 60, 16, 63, 85, 196, 67, 196, 98, 85, 67]","[60, 172, 85, 67, 98, 196, 16, 63]","[16, 60, 63, 67, 85, 98, 172, 196]"
528.8068,528.8196,528.8412,528.8204,7.918887615203857,0.0344,"[528.8099333333333, 528.8101, 528.8106333333334, 528.8108333333333, 528.8109333333333, 528.8140666666667, 528.8147, 528.815, 528.8155333333333, 528.8157666666667, 528.8158666666667, 528.8161, 528.8180666666667, 528.8202333333334, 528.8203, 528.8205, 528.8210333333334, 528.8214333333333, 528.8221, 528.8226333333333, 528.8236666666667, 528.8244333333333, 528.8256333333334, 528.8259333333333, 528.8264, 528.8272, 528.8277333333333, 528.8281, 528.8302333333334, 528.8312, 528.8317, 528.8318, 528.8335333333333, 528.8337333333334, 528.8341333333333, 528.8343666666667, 528.8352333333333, 528.8371, 528.838, 528.8393]","[236, 67, 85, 222, 7, 16, 60, 224, 85, 63, 7, 67, 16, 227, 85, 67, 60, 170, 16, 67, 85, 196, 16, 226, 85, 98, 67, 60, 173, 196, 85, 67, 16, 60, 85, 67, 226, 226, 196, 16]","[236, 67, 85, 222, 7, 16, 60, 224, 63, 227, 170, 196, 226, 98, 173]","[7, 16, 60, 63, 67, 85, 98, 170, 173, 196, 222, 224, 226, 227, 236]"
531.3932,531.4024,531.4244,531.4032,3.713269472122192,0.0312,"[531.3944, 531.3947333333333, 531.3949, 531.395, 531.396, 531.3964666666667, 531.3976666666666, 531.3987, 531.3988666666667, 531.4010666666667, 531.4023333333333, 531.4025333333333, 531.4025666666666, 531.4027, 531.403, 531.4032666666667, 531.4042333333333, 531.4044, 531.4044666666666, 531.4046, 531.4083333333333, 531.4099666666667, 531.4102, 531.4102666666666, 531.4107333333334, 531.4111, 531.4112666666666, 531.4115333333333, 531.4154666666667, 531.4155666666667, 531.4166333333334, 531.4182333333333, 531.4203666666667, 531.4222333333333, 531.4237]","[85, 60, 228, 67, 196, 60, 195, 67, 85, 65, 16, 60, 212, 85, 66, 195, 94, 67, 196, 215, 85, 226, 60, 173, 67, 16, 94, 85, 16, 222, 85, 67, 65, 212, 222]","[85, 60, 228, 67, 196, 195, 65, 16, 212, 66, 94, 215, 226, 173, 222]","[16, 60, 65, 66, 67, 85, 94, 173, 195, 196, 212, 215, 222, 226, 228]"
531.5968,531.6144,531.624,531.6032,4.229678153991699,0.0272,"[531.5975666666667, 531.598, 531.5981, 531.5986333333333, 531.5987333333334, 531.5990666666667, 531.5997333333333, 531.6005, 531.6013, 531.6025666666667, 531.6035333333333, 531.6037666666666, 531.6047666666667, 531.6056666666667, 531.6057666666667, 531.606, 531.6065, 531.6068, 531.6079666666667, 531.6116666666667, 531.6119, 531.6134666666667, 531.6138, 531.6147, 531.6150333333334, 531.6155666666667, 531.6157, 531.6158, 531.6165, 531.6171333333333, 531.6184333333333, 531.6190333333333, 531.6193333333333]","[212, 85, 16, 216, 60, 63, 226, 67, 85, 16, 60, 227, 85, 67, 78, 98, 60, 63, 85, 85, 226, 196, 86, 236, 67, 237, 85, 233, 16, 63, 222, 85, 190]","[212, 85, 16, 216, 60, 63, 226, 67, 227, 78, 98, 196, 86, 236, 237, 233, 222, 190]","[16, 60, 63, 67, 78, 85, 86, 98, 190, 196, 212, 216, 222, 226, 227, 233, 236, 237]"
532.2984,532.3036,532.334,532.3028,3.5629379749298096,0.0356,"[532.2990333333333, 532.3024333333333, 532.3036666666667, 532.3042666666666, 532.3052, 532.3079666666666, 532.3086333333333, 532.3088333333334, 532.3094666666667, 532.3098, 532.3104, 532.3109, 532.3111, 532.3135666666667, 532.3144, 532.3146333333333, 532.3150333333333, 532.3152333333334, 532.3161, 532.3167666666667, 532.3176333333333, 532.3189333333333, 532.3192333333334, 532.3195666666667, 532.3210666666666, 532.3217, 532.3224666666666, 532.3230333333333, 532.3234333333334, 532.3241666666667, 532.3253, 532.3282, 532.3290333333333, 532.3316, 532.3319666666666, 532.3321333333333, 532.3323666666666, 532.3328666666666]","[60, 67, 16, 60, 85, 67, 212, 85, 196, 16, 189, 233, 63, 16, 67, 85, 196, 227, 16, 190, 233, 85, 103, 196, 212, 67, 60, 85, 16, 67, 103, 85, 16, 60, 85, 233, 67, 94]","[60, 67, 16, 85, 212, 196, 189, 233, 63, 227, 190, 103, 94]","[16, 60, 63, 67, 85, 94, 103, 189, 190, 196, 212, 227, 233]"
532.4196,532.4416,532.4508,532.4428,4.019996166229248,0.0312,"[532.4197666666666, 532.4204333333333, 532.4213666666667, 532.4219, 532.4219666666667, 532.4224, 532.4234333333334, 532.424, 532.4246, 532.4247666666666, 532.4256666666666, 532.4266666666666, 532.4284, 532.4304, 532.4305333333333, 532.4315, 532.4327333333333, 532.4340666666667, 532.4352666666666, 532.4381, 532.4391333333333, 532.4394666666667, 532.4395333333333, 532.4400666666667, 532.4423, 532.444, 532.4452666666666, 532.4458333333333, 532.4469333333333, 532.4476333333333, 532.4476666666667, 532.4499666666667]","[60, 98, 16, 85, 63, 67, 140, 60, 85, 16, 67, 60, 60, 67, 63, 16, 85, 196, 222, 196, 60, 67, 16, 220, 67, 196, 227, 16, 196, 67, 60, 16]","[60, 98, 16, 85, 63, 67, 140, 196, 222, 220, 227]","[16, 60, 63, 67, 85, 98, 140, 196, 220, 222, 227]"
534.0432,534.0804,534.0856,534.082,3.891716718673706,0.0424,"[534.0445666666667, 534.0447333333333, 534.0473, 534.0476, 534.0482666666667, 534.0483, 534.0490666666667, 534.0512333333334, 534.0545, 534.0557666666666, 534.0582, 534.0587333333333, 534.0594666666667, 534.0595, 534.0596666666667, 534.0597333333334, 534.0598, 534.0598333333334, 534.0609, 534.0621, 534.0633333333334, 534.0644666666667, 534.0666666666667, 534.0682666666667, 534.0683666666666, 534.0688333333334, 534.0699666666667, 534.0742, 534.0744333333333, 534.0774333333334, 534.0781333333333, 534.0783666666666, 534.0786, 534.0794666666667, 534.0795666666667, 534.0798333333333, 534.0820333333334, 534.0826, 534.0827]","[216, 85, 226, 60, 79, 189, 67, 85, 60, 98, 85, 67, 16, 63, 233, 226, 94, 191, 67, 60, 7, 216, 85, 116, 230, 60, 7, 16, 85, 67, 63, 94, 216, 233, 85, 170, 196, 7, 63]","[216, 85, 226, 60, 79, 189, 67, 98, 16, 63, 233, 94, 191, 7, 116, 230, 170, 196]","[7, 16, 60, 63, 67, 79, 85, 94, 98, 116, 170, 189, 191, 196, 216, 226, 230, 233]"
535.9404,535.956,535.964,535.9604,4.941743850708008,0.0236,"[535.9405, 535.9407333333334, 535.9445, 535.9451, 535.9465333333334, 535.9472666666667, 535.9488, 535.9499, 535.9521666666667, 535.9533, 535.9551, 535.956, 535.9582333333333, 535.9587333333334, 535.9589, 535.9592333333334, 535.9606666666666, 535.9614333333334, 535.9616666666667, 535.9624]","[85, 60, 67, 98, 85, 16, 60, 67, 85, 16, 67, 16, 60, 86, 85, 67, 16, 63, 196, 60]","[85, 60, 67, 98, 16, 86, 63, 196]","[16, 60, 63, 67, 85, 86, 98, 196]"
537.964,537.9864,537.996,537.9708,3.891414642333984,0.032,"[537.9651666666666, 537.9661, 537.9670333333333, 537.9679666666667, 537.9687, 537.9713333333333, 537.9715, 537.9721, 537.9726, 537.9733, 537.9741666666666, 537.9765666666667, 537.9769666666666, 537.977, 537.9770333333333, 537.9778333333334, 537.9779, 537.9825, 537.9835, 537.9836333333334, 537.9838333333333, 537.9839, 537.9848, 537.9880333333333, 537.9880666666667, 537.9893666666667, 537.9901, 537.9916333333333, 537.9917, 537.9918, 537.9920666666667, 537.9921333333333, 537.9932333333334, 537.9941666666666, 537.9947333333333]","[196, 67, 85, 212, 170, 216, 16, 60, 85, 237, 67, 236, 16, 85, 67, 172, 63, 138, 60, 16, 67, 216, 85, 85, 16, 98, 216, 87, 191, 85, 237, 67, 66, 60, 65]","[196, 67, 85, 212, 170, 216, 16, 60, 237, 236, 172, 63, 138, 98, 87, 191, 66, 65]","[16, 60, 63, 65, 66, 67, 85, 87, 98, 138, 170, 172, 191, 196, 212, 216, 236, 237]"
540.5732,540.5836,540.5984,540.5856,9.435924530029297,0.0252,"[540.5744, 540.5744333333333, 540.5751666666666, 540.5766333333333, 540.5766666666667, 540.5778, 540.5784, 540.5785666666667, 540.5788666666666, 540.5805, 540.5819666666666, 540.5828333333334, 540.5840333333333, 540.5844666666667, 540.5849666666667, 540.5867, 540.5868666666667, 540.5885, 540.5887666666666, 540.5896, 540.5906, 540.5936333333333, 540.5949, 540.5976]","[72, 195, 60, 85, 67, 196, 60, 237, 85, 63, 67, 60, 85, 67, 16, 78, 85, 7, 98, 78, 60, 138, 85, 60]","[72, 195, 60, 85, 67, 196, 237, 63, 16, 78, 7, 98, 138]","[7, 16, 60, 63, 67, 72, 78, 85, 98, 138, 195, 196, 237]"
541.2812,541.3012,541.3084,541.3024,3.530273199081421,0.0272,"[541.2845333333333, 541.2845333333333, 541.2850333333333, 541.2867666666667, 541.2886, 541.2894666666666, 541.2923666666667, 541.2934333333334, 541.2935, 541.2952666666666, 541.297, 541.2971666666666, 541.2972333333333, 541.2972333333333, 541.3026, 541.3051666666667, 541.3055333333333, 541.3057]","[216, 196, 237, 85, 67, 222, 237, 87, 191, 67, 196, 87, 191, 85, 67, 212, 85, 60]","[216, 196, 237, 85, 67, 222, 87, 191, 212, 60]","[60, 67, 85, 87, 191, 196, 212, 216, 222, 237]"
541.9232,541.9832,541.996,541.9836,7.500068664550781,0.0728,"[541.9233666666667, 541.9237, 541.9238666666666, 541.9245333333333, 541.9276, 541.9277333333333, 541.9304666666667, 541.9314666666667, 541.9319, 541.9327333333333, 541.9327666666667, 541.9359666666667, 541.936, 541.9362666666667, 541.9380666666667, 541.9403333333333, 541.9409333333333, 541.9411666666666, 541.9422666666667, 541.9439666666667, 541.9449666666667, 541.9479333333334, 541.9488666666666, 541.9504666666667, 541.9512666666667, 541.9553666666667, 541.9554, 541.9555666666666, 541.9562666666667, 541.9567666666667, 541.9575, 541.9594666666667, 541.9621333333333, 541.9622, 541.9625, 541.9635666666667, 541.9636666666667, 541.9641333333333, 541.9645333333333, 541.9646, 541.9647666666667, 541.9647666666667, 541.9651333333334, 541.9652333333333, 541.9660333333334, 541.9669666666666, 541.9675333333333, 541.9678666666666, 541.9688, 541.9689666666667, 541.9703666666667, 541.9713, 541.9722333333333, 541.9730333333333, 541.9731333333333, 541.9746666666666, 541.9765, 541.9768666666666, 541.9777333333334, 541.9825666666667, 541.9827, 541.9828333333334, 541.9831333333333, 541.9840333333333, 541.9850333333334, 541.9874666666667, 541.9881333333333, 541.9884333333333, 541.9885333333333, 541.9885666666667, 541.9924333333333, 541.9925, 541.9931, 541.9932, 541.9955333333334, 541.9957]","[63, 85, 67, 60, 67, 98, 16, 85, 67, 72, 235, 85, 16, 72, 60, 226, 85, 67, 16, 60, 85, 138, 67, 16, 85, 196, 67, 63, 16, 60, 85, 67, 85, 67, 60, 170, 16, 63, 85, 60, 66, 233, 94, 67, 196, 138, 16, 196, 67, 63, 85, 67, 16, 60, 85, 67, 170, 196, 16, 212, 16, 67, 85, 60, 223, 67, 16, 138, 170, 85, 60, 67, 16, 85, 67, 16]","[63, 85, 67, 60, 98, 16, 72, 235, 226, 138, 196, 170, 66, 233, 94, 212, 223]","[16, 60, 63, 66, 67, 72, 85, 94, 98, 138, 170, 196, 212, 223, 226, 233, 235]"
542.0548,542.0884,542.096,542.086,5.0986762046813965,0.0412,"[542.0554333333333, 542.0558333333333, 542.0575333333334, 542.0578, 542.0620666666666, 542.0621666666667, 542.0626666666667, 542.0638, 542.0647333333334, 542.066, 542.0685, 542.0692666666666, 542.0698333333333, 542.0702, 542.0702333333334, 542.0741333333333, 542.0752, 542.0763, 542.0763333333333, 542.0767666666667, 542.0795, 542.08, 542.0807, 542.0819, 542.0825666666667, 542.0847666666666, 542.0852666666667, 542.0863, 542.0863333333333, 542.0864333333334, 542.0866666666667, 542.0874333333334, 542.0883333333334, 542.0886666666667, 542.0907333333333, 542.0915666666667, 542.0929666666667, 542.0948333333333, 542.0951]","[67, 224, 85, 196, 85, 98, 67, 110, 85, 63, 85, 67, 226, 16, 60, 85, 67, 63, 16, 94, 85, 7, 60, 16, 67, 138, 85, 170, 63, 16, 94, 60, 67, 223, 85, 226, 63, 60, 16]","[67, 224, 85, 196, 98, 110, 63, 226, 16, 60, 94, 7, 138, 170, 223]","[7, 16, 60, 63, 67, 85, 94, 98, 110, 138, 170, 196, 223, 224, 226]"
542.5084,542.5224,542.5388,542.5192,7.391254425048828,0.0304,"[542.5085666666666, 542.5087333333333, 542.509, 542.5110666666667, 542.5123666666667, 542.514, 542.5141333333333, 542.5144666666666, 542.5146, 542.5152333333333, 542.5162333333334, 542.5171, 542.5173666666667, 542.5194, 542.5195, 542.5211, 542.5211333333333, 542.5225333333333, 542.5232333333333, 542.5236, 542.5239666666666, 542.5240333333334, 542.5288333333333, 542.5297, 542.5302333333333, 542.5326666666666, 542.5331, 542.5336666666667, 542.5348, 542.5386333333333]","[196, 85, 67, 195, 85, 67, 16, 196, 63, 226, 222, 85, 67, 16, 63, 60, 85, 67, 16, 222, 85, 170, 67, 85, 16, 226, 212, 85, 67, 196]","[196, 85, 67, 195, 16, 63, 226, 222, 60, 170, 212]","[16, 60, 63, 67, 85, 170, 195, 196, 212, 222, 226]"
542.8608,542.8708,542.9052,542.8716,6.902615547180176,0.0444,"[542.8611, 542.8628, 542.8642666666667, 542.8651333333333, 542.8658, 542.8661, 542.8664666666666, 542.8667333333333, 542.8669, 542.8679333333333, 542.8680333333333, 542.8687333333334, 542.8688333333333, 542.8693, 542.8721333333333, 542.8721666666667, 542.8734666666667, 542.8743333333333, 542.8775666666667, 542.8777333333334, 542.8778666666667, 542.8793, 542.8797333333333, 542.8823, 542.883, 542.8836666666666, 542.8837666666667, 542.884, 542.8848666666667, 542.8852666666667, 542.8853333333333, 542.8858666666666, 542.8860666666667, 542.8861333333333, 542.8862666666666, 542.8896333333333, 542.8898666666666, 542.8909, 542.8915, 542.8925, 542.8930333333333, 542.8966, 542.8970333333333, 542.8976666666666, 542.8988333333333, 542.8996, 542.9008666666666, 542.9010333333333, 542.9017666666666, 542.9021666666666, 542.9029333333333, 542.9039, 542.9045666666667]","[67, 85, 16, 237, 67, 85, 140, 222, 60, 220, 98, 237, 85, 67, 63, 222, 67, 85, 222, 67, 60, 63, 85, 237, 196, 85, 98, 212, 16, 60, 237, 67, 85, 196, 63, 173, 63, 85, 67, 60, 94, 67, 85, 222, 196, 138, 85, 67, 63, 60, 16, 222, 85]","[67, 85, 16, 237, 140, 222, 60, 220, 98, 63, 196, 212, 173, 94, 138]","[16, 60, 63, 67, 85, 94, 98, 138, 140, 173, 196, 212, 220, 222, 237]"
544.164,544.1736,544.2068,544.1992,6.156082630157471,0.0428,"[544.1650666666667, 544.1657333333334, 544.1681333333333, 544.17, 544.1705666666667, 544.1715, 544.1722, 544.1760666666667, 544.1774666666666, 544.1781333333333, 544.1782, 544.1845333333333, 544.1854333333333, 544.1857, 544.1858333333333, 544.1858333333333, 544.1865, 544.1891666666667, 544.1922333333333, 544.1925666666667, 544.1926333333333, 544.1949666666667, 544.1954333333333, 544.1965, 544.1983, 544.2002333333334, 544.2006666666666, 544.2023666666666, 544.2053666666667, 544.2056333333334, 544.2061333333334, 544.2064666666666]","[60, 85, 67, 60, 67, 16, 85, 212, 60, 85, 67, 195, 67, 60, 85, 233, 16, 7, 67, 85, 228, 60, 16, 85, 98, 196, 226, 67, 16, 63, 60, 85]","[60, 85, 67, 16, 212, 195, 233, 7, 228, 98, 196, 226, 63]","[7, 16, 60, 63, 67, 85, 98, 195, 196, 212, 226, 228, 233]"
544.738,544.7472,544.7772,544.7476,6.749104976654053,0.0392,"[544.738, 544.7409, 544.7409666666666, 544.7419333333333, 544.7419666666667, 544.7423333333334, 544.7425666666667, 544.7427666666666, 544.7449666666666, 544.7450666666666, 544.7454333333334, 544.747, 544.7482, 544.7487666666667, 544.749, 544.7491, 544.7500333333334, 544.7562666666666, 544.7567333333334, 544.7567666666666, 544.7575666666667, 544.7607333333333, 544.7613333333334, 544.7616666666667, 544.7621, 544.7621666666666, 544.7641333333333, 544.767, 544.7682666666667, 544.7684666666667, 544.7702666666667, 544.7731333333334, 544.7734, 544.7736666666667, 544.7736666666667, 544.7742666666667, 544.7743333333333, 544.7763333333334]","[222, 85, 222, 67, 212, 237, 98, 60, 67, 16, 237, 172, 60, 85, 16, 196, 67, 16, 85, 196, 60, 67, 16, 94, 196, 200, 60, 67, 85, 60, 226, 237, 94, 16, 63, 60, 85, 67]","[222, 85, 67, 212, 237, 98, 60, 16, 172, 196, 94, 200, 226, 63]","[16, 60, 63, 67, 85, 94, 98, 172, 196, 200, 212, 222, 226, 237]"
3132.5624,3132.5792,3132.5868,3132.58,4.357213973999023,0.0244,"[3132.566, 3132.5675666666666, 3132.5697, 3132.5698666666667, 3132.5727, 3132.5736333333334, 3132.5736666666667, 3132.573833333334, 3132.5745666666667, 3132.5772666666667, 3132.58, 3132.5811, 3132.5812, 3132.582933333333, 3132.5835333333334, 3132.584, 3132.5848666666666, 3132.5856]","[85, 16, 67, 212, 85, 216, 190, 63, 60, 67, 63, 223, 85, 196, 226, 67, 60, 85]","[85, 16, 67, 212, 216, 190, 63, 60, 223, 196, 226]","[16, 60, 63, 67, 85, 190, 196, 212, 216, 223, 226]"
3132.6916,3132.7008,3132.712,3132.7012,3.695976972579956,0.0204,"[3132.6921, 3132.6925666666666, 3132.693366666667, 3132.6946666666668, 3132.6948666666667, 3132.695233333334, 3132.6962, 3132.6966666666667, 3132.6984666666667, 3132.6989, 3132.6990333333333, 3132.6995333333334, 3132.7019333333333, 3132.7036333333335, 3132.7042, 3132.706833333333, 3132.7074333333335, 3132.709, 3132.709533333333, 3132.710866666667]","[85, 196, 16, 63, 85, 60, 16, 67, 67, 85, 16, 60, 63, 60, 16, 85, 67, 16, 60, 63]","[85, 196, 16, 63, 60, 67]","[16, 60, 63, 67, 85, 196]"
3136.3936,3136.4152,3136.4208,3136.4128,3.429246664047241,0.0272,"[3136.3937666666666, 3136.3942666666667, 3136.3953333333334, 3136.3957333333333, 3136.3978666666667, 3136.3984, 3136.4013333333332, 3136.4024666666664, 3136.4037333333335, 3136.4038333333333, 3136.4058, 3136.406233333333, 3136.407366666667, 3136.4077, 3136.4086666666667, 3136.4094333333333, 3136.4114666666665, 3136.4115666666667, 3136.4119666666666, 3136.4121, 3136.4121666666665, 3136.412633333334, 3136.4136, 3136.4138, 3136.4194333333335, 3136.4194666666667, 3136.4199, 3136.4203666666667]","[85, 67, 60, 16, 85, 98, 67, 16, 85, 60, 67, 16, 215, 85, 67, 60, 16, 63, 67, 196, 85, 233, 228, 212, 16, 170, 85, 196]","[85, 67, 60, 16, 98, 215, 63, 196, 233, 228, 212, 170]","[16, 60, 63, 67, 85, 98, 170, 196, 212, 215, 228, 233]"
3137.9168,3137.9276,3137.9392,3137.926,6.090145111083984,0.0224,"[3137.9171666666666, 3137.9178666666667, 3137.918166666667, 3137.9183333333335, 3137.9193, 3137.919766666667, 3137.9207666666666, 3137.921766666667, 3137.9225333333334, 3137.925333333333, 3137.9263333333333, 3137.927, 3137.927066666666, 3137.9272666666666, 3137.9279333333334, 3137.9283333333333, 3137.9307, 3137.9319, 3137.933233333333, 3137.9338666666667, 3137.934566666667, 3137.935166666666, 3137.9354, 3137.9356, 3137.9382333333333]","[196, 16, 85, 227, 67, 63, 60, 85, 67, 16, 196, 67, 226, 85, 60, 233, 16, 67, 78, 16, 85, 63, 78, 60, 78]","[196, 16, 85, 227, 67, 63, 60, 226, 233, 78]","[16, 60, 63, 67, 78, 85, 196, 226, 227, 233]"
3138.6108,3138.6552,3138.6616,3138.6148,3.1518588066101074,0.0508,"[3138.6109333333334, 3138.612666666667, 3138.6142, 3138.6147333333333, 3138.6148, 3138.6159333333335, 3138.6161, 3138.616366666666, 3138.6179333333334, 3138.618966666667, 3138.6193, 3138.6205, 3138.6205333333332, 3138.6223666666665, 3138.6231333333335, 3138.6232, 3138.624466666666, 3138.6246333333333, 3138.6251333333335, 3138.6273666666666, 3138.6294333333335, 3138.6294666666668, 3138.6296333333335, 3138.6299, 3138.6306666666665, 3138.6308, 3138.6312, 3138.6314, 3138.631533333333, 3138.631766666667, 3138.6323333333335, 3138.6325, 3138.6325, 3138.6335, 3138.6342, 3138.6347666666666, 3138.6348, 3138.6352333333334, 3138.6357333333335, 3138.6357666666668, 3138.6371, 3138.637366666667, 3138.6374, 3138.6383, 3138.6394666666665, 3138.6401333333333, 3138.6402, 3138.6412666666665, 3138.6428666666666, 3138.644366666667, 3138.6446333333333, 3138.646333333333, 3138.6469666666667, 3138.647033333333, 3138.647066666667, 3138.6489333333334, 3138.6495, 3138.6499, 3138.650166666667, 3138.6522333333332, 3138.6534, 3138.6543333333334, 3138.6547333333333, 3138.6567, 3138.6567, 3138.6588333333334, 3138.6590666666666, 3138.6593333333335, 3138.6593666666668, 3138.6603666666665, 3138.6603666666665, 3138.660833333334]","[233, 16, 67, 223, 60, 16, 98, 63, 85, 65, 16, 94, 60, 16, 233, 191, 85, 16, 60, 191, 112, 111, 85, 191, 16, 60, 196, 233, 67, 65, 63, 111, 112, 223, 85, 196, 60, 16, 111, 112, 191, 233, 85, 67, 191, 16, 196, 230, 16, 85, 60, 191, 67, 112, 111, 191, 16, 85, 233, 103, 60, 85, 16, 111, 112, 67, 170, 16, 196, 60, 233, 85]","[233, 16, 67, 223, 60, 98, 63, 85, 65, 94, 191, 112, 111, 196, 230, 103, 170]","[16, 60, 63, 65, 67, 85, 94, 98, 103, 111, 112, 170, 191, 196, 223, 230, 233]"
3140.3572,3140.3732,3140.38,3140.3752,4.3648457527160645,0.0228,"[3140.3576333333335, 3140.3576333333335, 3140.3600333333334, 3140.3609666666666, 3140.3611666666666, 3140.3622, 3140.363766666667, 3140.366233333333, 3140.3665, 3140.3666, 3140.3676666666665, 3140.3677333333335, 3140.3683, 3140.3687333333332, 3140.3688666666667, 3140.3688666666667, 3140.3689, 3140.3714666666665, 3140.3715, 3140.372, 3140.3722333333335, 3140.3753333333334, 3140.3776333333335, 3140.3792]","[154, 173, 67, 227, 85, 216, 60, 67, 228, 170, 212, 60, 216, 67, 85, 16, 63, 60, 173, 85, 227, 63, 60, 85]","[154, 173, 67, 227, 85, 216, 60, 228, 170, 212, 16, 63]","[16, 60, 63, 67, 85, 154, 170, 173, 212, 216, 227, 228]"
3147.378,3147.4288,3147.4568,3147.4304,4.1648125648498535,0.0788,"[3147.38, 3147.3813666666665, 3147.3829, 3147.3835, 3147.3836, 3147.3837, 3147.3838333333333, 3147.387166666667, 3147.3886333333335, 3147.3888333333334, 3147.3893333333335, 3147.3911333333335, 3147.393433333333, 3147.394333333333, 3147.3952, 3147.3964666666666, 3147.3969666666667, 3147.397, 3147.397166666666, 3147.3973, 3147.3975, 3147.400633333333, 3147.4022333333332, 3147.403, 3147.4030666666667, 3147.4030666666667, 3147.4036333333333, 3147.404, 3147.4044, 3147.4086, 3147.4093666666668, 3147.4094666666665, 3147.4095, 3147.4103666666665, 3147.4110333333333, 3147.4131666666667, 3147.413233333333, 3147.413233333333, 3147.4141666666665, 3147.414433333334, 3147.4179, 3147.417933333333, 3147.418, 3147.418033333334, 3147.4187666666667, 3147.4222666666665, 3147.4228, 3147.4244, 3147.4247666666665, 3147.425166666667, 3147.4274, 3147.429633333333, 3147.4303333333332, 3147.4303666666665, 3147.4318, 3147.4333, 3147.4336, 3147.434366666667, 3147.4358, 3147.4374, 3147.4391666666666, 3147.439533333333, 3147.440733333334, 3147.4409666666666, 3147.4416666666666, 3147.4429333333333, 3147.443366666667, 3147.4464, 3147.447166666667, 3147.4476, 3147.4513333333334, 3147.452366666667, 3147.453266666667, 3147.4544, 3147.455466666667, 3147.456, 3147.4560333333334]","[190, 85, 16, 67, 60, 94, 63, 67, 173, 16, 85, 60, 16, 67, 85, 67, 196, 16, 7, 94, 60, 67, 196, 7, 85, 67, 60, 16, 236, 7, 63, 67, 190, 66, 16, 94, 85, 60, 67, 16, 196, 16, 67, 85, 63, 60, 86, 67, 85, 16, 60, 233, 63, 16, 196, 60, 85, 67, 16, 222, 60, 190, 85, 16, 67, 94, 63, 222, 190, 85, 222, 85, 16, 67, 233, 222, 190]","[190, 85, 16, 67, 60, 94, 63, 173, 196, 7, 236, 66, 86, 233, 222]","[7, 16, 60, 63, 66, 67, 85, 86, 94, 173, 190, 196, 222, 233, 236]"
