ClusterID,Classification,Waveform Duration (μs),Mean Firing Rate (Hz),Mean Autocorrelation
76,Pyramidal Neuron,533.3333333333334,0.11435585346157862,10.793333333349642
78,Pyramidal Neuron,566.6666666666667,0.723771224440371,23.047538677926347
93,Pyramidal Neuron,600.0,2.8274122882763093,16.21601015971347
94,Other,266.6666666666667,10.332316743035923,20.72053182214503
95,Pyramidal Neuron,666.6666666666666,0.11520025322342572,15.384920634947516
98,Pyramidal Neuron,633.3333333333333,13.313168530893591,15.854690357064452
99,Pyramidal Neuron,600.0,12.284086478276791,15.833004042775837
100,Pyramidal Neuron,666.6666666666666,5.254096575287466,17.234415064101114
101,Pyramidal Neuron,566.6666666666667,0.0275033065287341,6.433333333461633
102,Pyramidal Neuron,666.6666666666666,0.05476535598265474,14.151282051303635
122,Pyramidal Neuron,666.6666666666666,0.06031426870336425,21.09791666665828
61,Pyramidal Neuron,533.3333333333334,0.07611660710364568,18.85595238095001
68,Pyramidal Neuron,533.3333333333334,1.7246261993039973,12.79016527001437
69,Pyramidal Neuron,566.6666666666667,3.9172911237461014,15.425576503974838
70,Pyramidal Neuron,633.3333333333333,3.5320035752690107,12.575697064991678
80,Pyramidal Neuron,633.3333333333333,0.09927728628573755,10.157388316104553
82,Pyramidal Neuron,666.6666666666666,17.66484301784132,19.586855967077952
83,Pyramidal Neuron,633.3333333333333,3.3591428811651687,18.016329851281448
84,Pyramidal Neuron,633.3333333333333,3.1660165927769963,19.992788526129615
88,Pyramidal Neuron,666.6666666666666,4.912838442963832,20.369726615176234
90,Pyramidal Neuron,566.6666666666667,0.6694883826073432,15.211440677966463
91,Other,500.0,0.5501867591120887,11.851438848914587
92,Pyramidal Neuron,533.3333333333334,2.3709539027292488,12.708413320719272
117,Pyramidal Neuron,700.0,7.194044713862475,15.471126810066679
119,Pyramidal Neuron,600.0,0.03208719095018978,11.676470588260118
120,Pyramidal Neuron,600.0,0.05536849866968838,14.180952380911549
130,Pyramidal Neuron,633.3333333333333,4.832741094125764,17.98135649627066
19,Other,366.6666666666667,3.3427374000778536,29.484745653155613
20,Other,300.0,8.185490662808377,24.526117079494167
21,Non-somatic,0.0,0.06960266608368235,17.354166666629922
22,Other,433.3333333333333,0.07225649390663037,16.822807017575958
23,Non-somatic,766.6666666666667,0.01857679476063619,4.424999999855572
24,Non-somatic,566.6666666666667,0.022678165032464958,9.399999999960329
25,Pyramidal Neuron,633.3333333333333,0.38118617820526207,23.806666666681945
26,Non-somatic,633.3333333333333,0.5803438934637708,13.772976190476617
28,Non-somatic,833.3333333333334,3.087849300537436,15.937559603868015
31,Other,266.6666666666667,0.1883011468919032,22.041414141418073
32,Pyramidal Neuron,700.0,0.09638220138797607,11.059743589709552
34,Pyramidal Neuron,533.3333333333334,0.03389661901129071,20.94444444439129
35,Pyramidal Neuron,633.3333333333333,1.3300502534465886,17.711082400220814
133,Pyramidal Neuron,566.6666666666667,0.022436907957651502,21.380000000044674
137,Non-somatic,966.6666666666666,0.03281096217463015,15.88749999993026
138,Non-somatic,700.0,0.30000317253053377,11.42306338028342
2,Pyramidal Neuron,533.3333333333334,3.0095613797604694,29.63327686007947
3,Pyramidal Neuron,600.0,7.829274591846307,18.36111864917649
4,Pyramidal Neuron,700.0,10.998306898058472,19.692876754949026
5,Other,433.3333333333333,2.795566354400933,26.98883525520448
6,Other,200.0,17.728776142666888,20.11862087285048
7,Pyramidal Neuron,733.3333333333334,0.55271995839763,8.477116345459574
8,Pyramidal Neuron,733.3333333333334,0.044873815915303004,22.11581920900922
9,Pyramidal Neuron,800.0,0.14547801611251457,14.195324675338787
10,Pyramidal Neuron,733.3333333333334,4.005953098740047,14.483823947201547
11,Pyramidal Neuron,700.0,0.22533410787576885,20.53406593400176
12,Pyramidal Neuron,700.0,0.593613032578511,17.24929929929383
13,Pyramidal Neuron,666.6666666666666,0.12472990767855727,22.850666666657464
14,Pyramidal Neuron,633.3333333333333,11.349215313374645,17.320644942835063
15,Other,266.6666666666667,0.08468123325952341,17.411111111262773
16,Pyramidal Neuron,733.3333333333334,6.0756975435646945,15.27523769279393
17,Pyramidal Neuron,633.3333333333333,0.23088302059647836,19.404975124428404
37,Pyramidal Neuron,566.6666666666667,9.689125381583247,18.238656508798183
38,Other,500.0,1.8014665776320835,19.417408805035564
39,Pyramidal Neuron,533.3333333333334,5.146134034308445,13.570039516019365
41,Pyramidal Neuron,600.0,1.6568329612814159,15.64971153017761
42,Other,200.0,5.978109056802651,21.568557671019764
52,Pyramidal Neuron,666.6666666666666,3.757578940219593,17.508637958530283
53,Other,233.33333333333334,18.38246218687395,18.842962029094487
54,Other,233.33333333333334,12.051997172306244,22.939774495056216
57,Other,466.6666666666667,0.08033860591288118,11.960000000067339
107,Pyramidal Neuron,533.3333333333334,0.47563832299473047,17.32713864305917
108,Pyramidal Neuron,666.6666666666666,0.059228611866703695,20.246759259282815
109,Other,233.33333333333334,10.15656096403432,23.10422894112513
128,Other,500.0,0.11954288057006794,18.859999999995125
136,Pyramidal Neuron,933.3333333333334,0.03920427465718676,10.483333333354494
140,Pyramidal Neuron,566.6666666666667,0.08793820376950508,17.530081300802077
